Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Trystan	1st-Ed	184	Ally	2	AD&D2	C		
Thorvid	1st-Ed	185	Hero	5	GH	R	Thorvid gains 3 levels when fighting monsters, undead, or flyers. 	Thorvid ganhos 3 niveis, quando a luta contra monstros, mortos-vivos, ou panfletos.
Fairy Madness	1st-Ed	186	Event		AD&D2	R	Fairy madness affects one champion (not currently in battle). That champion is turned face down and cannot be used until after its next turn. Harmful. 	Fada loucura afeta um campeao (nao esta em batalha). Que o campeao for virado para baixo e nao pode ser usado ate que seu proximo turno. Prejudicial.
Nenioc	1st-Ed	187	Cleric	5	GH	UC		
Young Gold Dragon	1st-Ed	188	Monster	4	GH	C	Flyer. The Dragon can use wizard spells. Dragon. 	Voador. O dragao pode usar magias mago. Dragao.
Arch-Druid	1st-Ed	189	Cleric	4	GH	R	If only one arch-druid is in play, clerics cannot cast spells without his permission. 	Se apenas um arqui-druida esta em jogo, os clerigos nao podem lançar feitiços sem sua permissao.
Hell Hound	1st-Ed	190	Ally	5	AD&D2	UC	All cards friendly to the hell hound are immune to fireball spells. 	Todos os cartoes amigaveis para o cao do inferno sao imunes a bola de fogo feitiços.
Griffon	1st-Ed	191	Monster	4	GH	R	Flyer. 	Voador.
Giant Skeleton	1st-Ed	192	Ally	3	AD&D2	R	Undead. Any magic sword or spear used by the opposing champion must be discarded immediately. 	Morto-vivo. Qualquer espada magica ou lança usada pelo campeao adversario deve ser descartado imediatamente.
Skeleton	1st-Ed	193	Ally	1	AD&D2	C	Undead. 	Morto-vivo.
Winged Horror	1st-Ed	194	Monster	7	GH	UC	Flyer. 	Voador.
Treants of Grandwood	1st-Ed	195	Ally	5	AD&D2	UC	The treants and all cards in the player's force are immune to all offensive wizard spells except fireball. 	Os treants e todos os cartoes em vigor do jogador sao imunes a todas as magias mago ofensivos exceto bola de fogo.
Rangers of Hornwood	1st-Ed	196	Hero	4	GH	C		
Magical Barding	1st-Ed	197	Magical Item	2	AD&D2	R	(Def) 	(Def)
Border Forts	1st-Ed	198	Holding		FR	C	Only flyers can attack the attached realm. 	Apenas os Voadors podem atacar o reino unido.
Ren's Crystal Ball	1st-Ed	199	Artifact		GH	C	At the beginning of his turn, the owner of Ren's Crystal Ball can inspect the top three cards of any deck and discard one. 	No inicio de seu turno, o proprietario do Crystal Ball de Ren pode inspecionar o top traªs cartas de qualquer plataforma e um descarte.
Falcon Figurine	1st-Ed	200	Magical Item	1	AD&D2	UC	(Off) 	(Off)
Transformation	1st-Ed	201	Event		AD&D2	C	All players must discard their hands immediately and draw five cards. Harmful. 	Todos os jogadores devem descartar as maos imediatamente e desenhar cinco cartas. Prejudicial.
Enslaved!	1st-Ed	202	Event		AD&D2	UC	All players must discard one champion from their pool. Harmful. 	Todos os jogadores devem descartar um campeao de sua piscina. Prejudicial.
Siege	1st-Ed	203	Event		AD&D2	C	All players must discard one realm from their front rank. The next realm played must go into the front position. Harmful. 	Todos os jogadores devem descartar um reino de sua linha de frente. O proximo reino jogado deve entrar em posiçao frontal. Prejudicial.
Bribery!	1st-Ed	204	Event		AD&D2	R	Play immediately after champions are selected. The bribed champion returns to the owner's pool and that player must select another champion or lose the battle. Harmful. 	Jogue imediatamente apos campeoes sao selecionados. O campeao subornado retorna a  piscina do proprietario e que o jogador deve selecionar outro campeao ou perder a batalha. Prejudicial.
Charge!	1st-Ed	205	Event		AD&D2	UC	All of this player's champions gain 3 levels until the end of the player's next turn. Helpful. 	Todos campeoes deste jogador ganha 3 niveis ate o final do proximo turno do jogador. Ajuda.
Magic Sword	1st-Ed	206	Magical Item	2	AD&D2	C	+5 vs. undead. (Off) Sword. 	5 vs vivo. (Off) Sword.
Enlarge	1st-Ed	207	Wizard Spell	3	AD&D2	R	Champion can attack flyers with an additional +3. (Def/4) 	Champion pode atacar insectos com um adicional de 3. (Def / 4)
Ring of Shooting Stars	1st-Ed	208	Magical Item	4	AD&D2	R	Hero can 'lend' +1 to a champion in a combat where he is not involved. (Off) 	Heroi pode 'emprestar' +1 para um campeao em um combate onde ele nao esta envolvido. (Off)
Arms of Veluna	1st-Ed	209	Holding		GH	C	Resurrect one ally which just participated in successful defense of the realm. Resurrected card returns to hand. 	um Resurrect aliado que apenas participou em defesa bem sucedida do reino. carta retorna ressuscitados para a mao.
Fast Talking!	1st-Ed	210	Event		AD&D	UC	Everyone is convinced all artifacts and magical items in play no longer work. All players discard all magical items and artifacts. Harmful. 	Todo mundo esta convencido de todos os artefatos e itens magicos em jogo nao funcionam mais. Todos os jogadores descartam todos os itens magicos e artefatos. Prejudicial.
Flight	1st-Ed	211	Wizard Spell		AD&D2	C	Champion and all allies become flyers for this battle. (Def/4) 	Campeao e todos os aliados se tornar Voadors para esta batalha. (Def / 4)
Shapechange	1st-Ed	212	Wizard Spell	6	AD&D2	R	(Def/4) 	(Def / 4)
Barbarian Raiders	1st-Ed	213	Event		AD&D2	R	All players must discard one realm, either from their hand or from the table. Harmful. 	Todos os jogadores devem descartar um reino, quer a partir de sua mao ou da mesa. Prejudicial.
Treasure Fleet	1st-Ed	214	Event		AD&D2	R	All players draw three cards. Helpful. 	Todos os jogadores desenhar traªs cartas. Ajuda.
Potion of Fire Breathing	1st-Ed	215	Magical Item	6	AD&D2	R	Discard after one use. (Off) 	Descarte apos uma utilizaçao. (Off)
Arms of Shield Lands	1st-Ed	216	Holding		GH	C	Attach this holding to a razed Greyhawk realm to rebuild it instantly. 	Anexar esta participaçao a um reino Greyhawk arrasada para reconstrui-lo instantaneamente.
Net of Entrapment	1st-Ed	217	Magical Item		AD&D2	UC	This champion's opponent cannot play allies. (Off) 	oponente deste campeao nao pode jogar aliados. (Off)
Johydee's Mask	1st-Ed	218	Artifact		GH	R	The wearer assumes the level or gains the special power (but not both) of any champion in play. 	O usuario assume o nivel ou ganha o poder especial (mas nao tanto) de qualquer campeao em jogo.
Helm of Teleportation	1st-Ed	219	Magical Item		AD&D2	R	One other champion (belonging to the same player) can join this champion as an ally. That champion returns to the pool after this round but cannot be used again this battle. (Def) 	Um outro campeao (pertencente ao mesmo jogador) pode juntar-se este campeao como um aliado. Que o campeao retorna para a piscina apos esta rodada, mas nao pode ser usado novamente esta batalha. (Def)
Rod of Dispel Magic	1st-Ed	220	Artifact		GH	UC	A champion with this rod can cancel one magic spell when attacking or defending. 	Um campeao com esta vara pode cancelar um feitiço quando atacar ou defender.
Draj	1st-Ed	221	Realm		DS	Realm	Nonflying attackers lose 2 levels. 	atacantes que nao voam perder 2 niveis.
Raam	1st-Ed	222	Realm		DS	Realm	All defenders of this realm gain 1 level. 	Todos os defensores deste reino ganhar 1 nivel.
Urik	1st-Ed	223	Realm	4	DS	Realm	Allies cannot be played to attack Urik. Urik can defend itself as a level 4 champion. 	Aliados nao podem ser reproduzidos para atacar Urik. Urik pode se defender como um campeao de nivel 4.
Tyr	1st-Ed	224	Realm	5	DS	Realm	Owner draws one extra card per turn. Tyr can defend itself as a level 5 hero. 	Proprietario desenha uma carta extra por turno. Tyr pode se defender como um heroi nivel 5.
Gulg	1st-Ed	225	Realm	7	DS	UC	The first ally to attack Gulg itself each battle is destroyed. Gulg can defend itself as a level 7 hero. 	O primeiro aliado a atacar si Gulg cada batalha e destruido. Gulg pode se defender como um heroi nivel 7.
Nibenay	1st-Ed	226	Realm		DS	UC	This card is not flipped face down unless Nibenay is razed twice in a row. 	Este cartao nao e virada para baixo, a menos Nibenay esta arrasado duas vezes seguidas.
Balic	1st-Ed	227	Realm	4	DS	Realm	All attacking allies are halved (round up). Balic can defend itself as a level 4 hero. 	Todos os aliados atacam sao reduzidos para metade (ate e volta). Balic pode se defender como um heroi nivel 4.
Mud Palace, The	1st-Ed	228	Holding		DS	UC	The Mud Palace increases hand size by two cards. 	O Mud Palace aumenta tamanho da mao de dois cartoes.
North Ledopolus	1st-Ed	229	Holding		DS	UC	One card can be drawn and played immediately in defense of the attached realm. 	Um cartao pode ser arrastado e jogado imediatamente em defesa do reino unido.
South Ledopolus	1st-Ed	230	Holding		DS	UC	The attached realm can use any ally as a champion. The ally is still discarded after the battle. 	O reino unido pode usar qualquer aliado como um campeao. O aliado ainda e descartado apos a batalha.
Altaruk	1st-Ed	231	Holding		DS	C	Any champion defending the attached realm can cast cleric spells. 	Qualquer campeao defendendo o reino em anexo pode lançar magias de clerigo.
Salt View	1st-Ed	232	Holding		DS	C	Monsters cannot attack the attached realm. 	Monstro nao podem atacar no reino unido.
Ogo	1st-Ed	233	Holding		DS	UC	Any champion and allies attacking the attached realm lose one level for fear of Ogo's cannibal halflings. 	Qualquer campeao e aliados atacam o reino unido nivel um perder por medo de halflings canibais de Ogo.
Makla	1st-Ed	234	Holding		DS	UC	Makla adds 1 level to all defenders of the attached realm. 	Makla adiciona 1 nivel para todos os defensores do reino unido.
Kalidnay	1st-Ed	235	Holding		DS	C	Any monster defending the attached realm gains 4 levels. 	Qualquer monstro defendendo o reino em anexo ganha 4 niveis.
Arkhold	1st-Ed	236	Holding		DS	C	Allows owner to draw one extra card per turn. 	Permite proprietario para desenhar uma carta extra por turno.
Salt View	1st-Ed	237	Holding		DS	C	Defending champion gains 2 levels. 	O atual campeao ganha 2 niveis.
Waverly	1st-Ed	238	Holding		DS	R	The attached realm cannot be attacked by flyers and spells cannot be used against its defenders. 	O dominio ligado nao pode ser atacado por Voadors e periodos nao podem ser utilizados contra as suas defesas.
Bodach	1st-Ed	239	Holding		DS	R	A champion attacking the attached realm can have only one ally. 	Um campeao atacando o reino unido so pode ter um aliado.
Giustenal	1st-Ed	240	Holding		DS	UC	A champion attacking the attached realm cannot play more than three allies per round. 	Um campeao atacando o reino unido nao pode jogar mais de traªs aliados por rodada.
Yaramuke	1st-Ed	241	Holding		DS	C	Poisoned water destroys one of the attacker's allies as it is played (defender's choice). 	agua envenenada destroi um dos aliados do atacante como ele e jogado (escolha do defensor).
Lost Oasis	1st-Ed	242	Holding		DS	C	The owner can draw one card and play it immediately when the attached realm is attacked. 	O proprietario pode desenhar um cartao e reproduzi-lo imediatamente quando o reino unido e atacado.
Grak's Pool	1st-Ed	243	Holding	5	DS	C	The oasis acts as a permanent +5 ally to any champion who defends the attached realm. 	O oasis atua como um permanente +5 aliado para qualquer campeao que defende o reino unido.
Silver Spring	1st-Ed	244	Holding		DS	C	If the attached realm is razed, one other opponent's realm of the defender's choice is razed also. 	Se o reino unido esta arrasada, reino um outro oponente de escolha do defensor esta arrasada tambem.
Bitter Well	1st-Ed	245	Holding		DS	C	This oasis destroys any flyers that attack the attached realm. 	Este oasis destroi quaisquer insectos que atacam o reino unido.
Black Waters	1st-Ed	246	Holding		DS	C	No were-creature or monsters can attack any realm held by this player. 	Nao foram-criatura ou monstros podem atacar qualquer reino realizada por este jogador.
Fort Melidor	1st-Ed	247	Holding		DS	C	Allies defending every Dark Sun realm held by this player gain 1 level. 	Aliados defender todos os dominios Dark Sun realizada por este leitor ganho de 1 nivel.
Dungeon of Gulg	1st-Ed	248	Holding		DS	C	Any champion and allies attacking the attached realm lose 1 level. 	Qualquer campeao e aliados atacam o reino unido perde 1 nivel.
Ziggurat	1st-Ed	249	Holding		DS	UC	The level bonus (number in icon) of any wizard spell cast in defense of the attached realm is doubled. 	O ba´nus nivel (naºmero no icone) de qualquer feitiço mago em defesa do reino unido e dobrada.
Temple	1st-Ed	250	Holding		DS	C	The attached realm can cast cleric spells. 	O dominio ligado pode moldar periodos clero.
Mogadisho's Horde	1st-Ed	251	Ally	1	AD&D2	C	If this card is on the losing side of a battle, all holdings of the opponent are discarded. 	Se esta carta e no lado perdedor de uma batalha, todas as exploraçoes do oponente sao descartadas.
Assassins	1st-Ed	252	Ally	2	AD&D2	UC	If this card is on the losing side of the battle, it destroys one champion anywhere in play chosen by the losing player. 	Se esta carta e no lado perdedor da batalha, ele destroi um em qualquer lugar campeao em jogo escolhido pelo jogador perdedor.
Halfling Mercenaries	1st-Ed	253	Ally	1	AD&D2	C		
War Band	1st-Ed	254	Ally	3	AD&D2	C	Orc 	Orc
Kank Lancers	1st-Ed	255	Ally	6	AD&D2	UC		
Nomad Mercenaries	1st-Ed	256	Ally	2	AD&D2	C		
Gladiators	1st-Ed	257	Ally	9	AD&D2	UC		
Rikus	1st-Ed	258	Hero	6	DS	UC	Rikus can attack twice; if he wins his first round, he can attack again with new allies. 	Rikus pode atacar duas vezes; se ele ganhar a sua primeira rodada, ele pode atacar novamente com novos aliados.
Neeva	1st-Ed	259	Hero	7	DS	R		
Sadira	1st-Ed	260	Wizard	4	DS	C		
Agis	1st-Ed	261	Hero	5	DS	UC	When attacking, can psionically destroy one monster in the defender's pool before battle begins. 	Ao atacar, pode psionicamente destruir um monstro na piscina do defensor antes da batalha começa.
Anavias	1st-Ed	262	Hero	2	DS	R	When attacking, psionically negates the power of all enemy holdings for the duration of battle. 	Ao atacar, psionicamente nega o poder de todas as exploraçoes inimigos para a duraçao da batalha.
Vaerhirmana	1st-Ed	263	Wizard	4	DS	R	Half-Elf. 	Half-Elf.
Herminard	1st-Ed	264	Hero	4	DS	C		
T'kkyl	1st-Ed	265	Hero	3	DS	C		
Azhul the Hasty	1st-Ed	266	Hero	4	DS	UC		
Chividal	1st-Ed	267	Hero	2	DS	R	Chividal can psionically destroy one opposing ally at any point during the round. Halfling. 	Chividal pode psionicamente destruir um opondo aliado em qualquer ponto durante a rodada. Halfling.
Bagual	1st-Ed	268	Cleric	2	DS	C		
Rowan	1st-Ed	269	Ally	1	AD&D	UC	Elf. 	Duende.
Shayira	1st-Ed	270	Cleric	3	DS	C		
Ashathra	1st-Ed	271	Ally	2	AD&D2	C		
Stug	1st-Ed	272	Ally	2	AD&D2	C		
Ka'Cha	1st-Ed	273	Ally	3	AD&D2	UC		
Galek	1st-Ed	274	Ally	2	AD&D2	C		
Wind Dancers	1st-Ed	275	Event		AD&D2	UC	All flyers in play are destroyed immediately. Harmful. 	Todos os Voadors em jogo sao destruidos imediatamente. Prejudicial.
Water Hunters	1st-Ed	276	Event		AD&D2	C	All undead in play are destroyed immediately. Harmful. 	Todos os mortos-vivos em jogo sao destruidos imediatamente. Prejudicial.
Silver Hands	1st-Ed	277	Event		AD&D2	UC	All champions killed in the last battle are restored to the players' pools. Play only after a battle is completely resolved. Helpful. 	Todos os campeoes mortos na aºltima batalha sao restaurados para piscinas dos jogadores. Jogar so depois de uma batalha esta completamente resolvido. Ajuda.
Sky Singers	1st-Ed	278	Event		AD&D2	C	Destroys all magical items in play. Harmful. 	Destroi todos os itens magicos no jogo. Prejudicial.
Silt Stalkers	1st-Ed	279	Ally	3	AD&D2	C		
Night Runners	1st-Ed	280	Ally	2	AD&D2	UC	Elf. 	Duende.
So-ut	1st-Ed	281	Ally	3	AD&D2	R		
Cistern Fiend	1st-Ed	282	Monster	2	DS	C	Enemy allies cannot be used against this fiend. 	aliados inimigos nao pode ser usada contra esse dema´nio.
Sloth	1st-Ed	283	Ally	1	AD&D2	C		
Mul Savage	1st-Ed	284	Monster	6	DS	R	Dwarf(mul) 	Anao (mul)
Inhuman	1st-Ed	285	Ally	2	AD&D2	UC		
Pyreen	1st-Ed	286	Ally	3	AD&D2	R		
Cha'thrang	1st-Ed	287	Ally	1	AD&D2	UC		
Spirit of the Land	1st-Ed	288	Event		AD&D2	R	Prevents one Dark Sun realm or holding from being razed or discarded, or restores one razed realm from any world. An attacker gets no spoils of victory and the battle is over. Helpful. 	Previne um reino Dark Sun ou na exploraçao de serem demolidos ou descartados, ou restaura um arrasada reino de qualquer mundo. Um atacante nao recebe despojos da vitoria e da batalha e longo. Ajuda.
Thri-kreen	1st-Ed	289	Ally	3	AD&D2	R		
Wijon	1st-Ed	290	Ally	2	AD&D2	C		
Mikor	1st-Ed	291	Ally	3	AD&D2	UC		
Salicia	1st-Ed	292	Ally	3	AD&D2	R		
Zurn	1st-Ed	293	Ally	1	AD&D2	UC		
Powell	1st-Ed	294	Ally	1	AD&D2	C		
Baber	1st-Ed	295	Ally	3	AD&D2	R		
Wachter	1st-Ed	296	Ally	2	AD&D2	C		
Foucault	1st-Ed	297	Ally	3	AD&D2	UC		
Stef'fa Naf'ski	1st-Ed	298	Monster	5	DS	R		
Captain Kazhal	1st-Ed	299	Hero	9	DS	R	Destroys one magical item held by the opposing champion at any time during the battle round. 	Destroi um item magico realizada pelo campeao contraria a qualquer momento durante a batalha rodada.
Dlasva	1st-Ed	300	Hero	3	DS	UC	Dlasva can psionically destroy one opposing ally during a round of battle. 	Dlasva pode psionicamente destruir um opondo aliado durante uma rodada de batalha.
Tithian	1st-Ed	301	Hero	5	DS	R	If Tithian attacks and wins a round of battle, the defending realm is razed immediately. 	Se os ataques Tithian e ganha uma rodada de batalha, o reino defender e arrasou imediatamente.
